Dim_Lojas.Regiao,ID_Produto,total_vendas,qtd_vendas,ticket_medio,clientes_unicos,lojas_unicas,canais_unicos,idade_media_clientes,idade_std_clientes,fidelidade,vendas_por_cliente,vendas_por_loja,ticket_relativo,vendas_relativa_regiao,participacao_lojas,score_produto_regiao,<18,18-25,26-35,36-50,50+,concentracao_vendas_loja
AGRESTE PERNAMBUCANO,213696,469.98,469.98,1.0,1,1,1,49.0,,0.0,469.98,469.98,0.22501022773762444,0.019070055816776843,0.2,0.09795944566398639,0.0,0.0,0.0,1.0,0.0,
SUL ESPÍRITO-SANTENSE,216596,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.019067134678598725,0.3333333333333333,0.09795827720871514,0.0,0.0,0.0,1.0,0.0,
OESTE DE MINAS,256751,199.98,199.98,1.0,1,1,1,43.0,,0.0,199.98,199.98,0.22501022773762444,0.019050231912139164,0.16666666666666666,0.0979515161021313,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,257309,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,253696,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,257062,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,257352,399.98,399.98,1.0,1,1,1,29.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,1.0,0.0,0.0,
SUL DO AMAPÁ,253847,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,256759,399.98,399.98,1.0,1,1,1,36.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,257047,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,216233,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,222598,399.98,399.98,1.0,1,1,1,28.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,1.0,0.0,0.0,
SUL DO AMAPÁ,225654,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,205588,399.98,399.98,1.0,1,1,1,45.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,214829,399.98,399.98,1.0,1,1,1,41.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,253216,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,252324,399.98,399.98,1.0,1,1,1,39.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,256178,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,256629,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,257319,399.98,399.98,1.0,1,1,1,37.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,253689,399.98,399.98,1.0,1,1,1,22.0,,0.0,399.98,399.98,0.22501022773762444,0.01904631294942618,0.25,0.09794994851704612,0.0,1.0,0.0,0.0,0.0,
OESTE DE MINAS,211941,199.98,200.0,0.9998999999999999,1,1,1,37.0,,0.0,200.0,200.0,0.22498772671485065,0.01905213712585175,0.16666666666666666,0.09794327777850682,0.0,0.0,0.0,1.0,0.0,
NORDESTE RIO-GRANDENSE,252262,759.96,759.96,1.0,2,1,1,34.5,3.5355339059327378,0.0,379.98,759.96,0.22501022773762444,0.01818973853268101,0.16666666666666666,0.0979346509925739,0.0,0.0,1.0,1.0,0.0,
SUDESTE PARAENSE,189385,1222.0,1222.0,1.0,1,1,1,33.0,,0.0,1222.0,1222.0,0.22501022773762444,0.01900350118515289,0.14285714285714285,0.0979328238113368,0.0,0.0,1.0,0.0,0.0,
MACRO METROPOLITANA PAULISTA,152818,635.0,590.56,1.075250609590897,1,1,1,35.0,,0.0,590.56,590.56,0.24194238453906722,0.0020372397181850584,0.05,0.09791918194512679,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,253447,999.96,932.0,1.0786537660293507,2,2,2,39.5,9.192388155425117,0.0,466.0,466.0,0.24270812954431045,0.00039692888963150746,0.010309278350515464,0.0978966878580285,0.0,0.0,1.0,1.0,0.0,0.0
OESTE POTIGUAR,206737,329.98,329.98,1.0,1,1,1,37.0,,0.0,329.98,329.98,0.22501022773762444,0.018899620323707116,0.3333333333333333,0.0978912714667585,0.0,0.0,0.0,1.0,0.0,
OESTE CATARINENSE,256643,399.98,379.98,1.0526343491762724,1,1,1,37.0,,0.0,379.98,379.98,0.23685349463259914,0.007044301907233897,0.125,0.09788645085815909,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,212829,199.99,184.99,1.0810854640791394,1,1,1,37.0,,0.0,184.99,184.99,0.24325528647628256,0.0006381552686721993,0.05,0.09788470894020776,0.0,0.0,0.0,1.0,0.0,
VALE DO ACRE,216744,599.98,599.98,1.0,1,1,1,60.0,,0.0,599.98,599.98,0.22501022773762444,0.018841805833743158,0.3333333333333333,0.09786814567077291,0.0,0.0,0.0,0.0,1.0,
VALE DO ACRE,257284,599.98,599.98,1.0,1,1,1,60.0,,0.0,599.98,599.98,0.22501022773762444,0.018841805833743158,0.3333333333333333,0.09786814567077291,0.0,0.0,0.0,0.0,1.0,
CENTRO NORTE DE MATO GROSSO DO SUL,209379,1320.0,1320.0,1.0,3,3,1,35.333333333333336,2.88675134594813,0.0,440.0,440.0,0.22501022773762444,0.017189095810587626,0.3333333333333333,0.0978617261459624,0.0,0.0,1.0,2.0,0.0,0.0
SÃO JOSÉ DO RIO PRETO,250596,379.98,353.0,1.07643059490085,1,1,1,37.0,,0.0,353.0,353.0,0.2422078933023868,0.0016254324836097237,0.058823529411764705,0.09786066255662447,0.0,0.0,0.0,1.0,0.0,
CENTRO ORIENTAL PARANAENSE,255069,1332.0,1332.0,1.0,1,1,1,25.0,,0.0,1332.0,1332.0,0.22501022773762444,0.018816974549759388,0.16666666666666666,0.09785821315717941,0.0,1.0,0.0,0.0,0.0,
SERRANA,197910,439.98,437.55,1.005553651011313,1,1,1,37.0,,0.0,437.55,437.55,0.22625985601645526,0.01754037834782504,0.25,0.09784742598793798,0.0,0.0,0.0,1.0,0.0,
AGRESTE PARAIBANO,256738,469.98,469.98,1.0,1,1,1,37.0,,0.0,469.98,469.98,0.22501022773762444,0.018774342770172293,0.25,0.09784116044534456,0.0,0.0,0.0,1.0,0.0,
AGRESTE PARAIBANO,257042,469.98,469.98,1.0,1,1,1,41.0,,0.0,469.98,469.98,0.22501022773762444,0.018774342770172293,0.25,0.09784116044534456,0.0,0.0,0.0,1.0,0.0,
AGRESTE PARAIBANO,256569,469.98,469.98,1.0,1,1,1,39.0,,0.0,469.98,469.98,0.22501022773762444,0.018774342770172293,0.25,0.09784116044534456,0.0,0.0,0.0,1.0,0.0,
OCIDENTAL DO TOCANTINS,217109,299.98,299.98,1.0,1,1,1,35.0,,0.0,299.98,299.98,0.22501022773762444,0.018759337300989245,0.3333333333333333,0.09783515825767135,0.0,0.0,1.0,0.0,0.0,
OCIDENTAL DO TOCANTINS,204443,299.98,299.98,1.0,1,1,1,31.0,,0.0,299.98,299.98,0.22501022773762444,0.018759337300989245,0.3333333333333333,0.09783515825767135,0.0,0.0,1.0,0.0,0.0,
OESTE PARANAENSE,211237,429.98,429.98,1.0,1,1,1,37.0,,0.0,429.98,429.98,0.22501022773762444,0.018727221413091202,0.25,0.09782231190251213,0.0,0.0,0.0,1.0,0.0,
OESTE PARANAENSE,211238,429.98,429.98,1.0,1,1,1,53.0,,0.0,429.98,429.98,0.22501022773762444,0.018727221413091202,0.25,0.09782231190251213,0.0,0.0,0.0,0.0,1.0,
CENTRO SUL BAIANO,213686,329.98,329.98,1.0,1,1,1,39.0,,0.0,329.98,329.98,0.22501022773762444,0.018687481629941657,0.2,0.09780641598925231,0.0,0.0,0.0,1.0,0.0,
NORTE DE MINAS,225564,469.98,469.98,1.0,1,1,1,37.0,,0.0,469.98,469.98,0.22501022773762444,0.018686505423094402,0.25,0.0978060255065134,0.0,0.0,0.0,1.0,0.0,
NORDESTE RIO-GRANDENSE,216484,299.98,284.98,1.0526352726507122,1,1,1,37.0,,0.0,284.98,284.98,0.23685370242379314,0.00682103227412421,0.16666666666666666,0.09779722612139281,0.0,0.0,0.0,1.0,0.0,
NORDESTE RIO-GRANDENSE,216207,299.98,284.98,1.0526352726507122,1,1,1,57.0,,0.0,284.98,284.98,0.23685370242379314,0.00682103227412421,0.16666666666666666,0.09779722612139281,0.0,0.0,0.0,0.0,1.0,
NORDESTE RIO-GRANDENSE,253843,299.98,284.98,1.0526352726507122,1,1,1,42.0,,0.0,284.98,284.98,0.23685370242379314,0.00682103227412421,0.16666666666666666,0.09779722612139281,0.0,0.0,0.0,1.0,0.0,
NORDESTE RIO-GRANDENSE,253842,299.98,284.98,1.0526352726507122,1,1,1,30.0,,0.0,284.98,284.98,0.23685370242379314,0.00682103227412421,0.16666666666666666,0.09779722612139281,0.0,0.0,1.0,0.0,0.0,
NORTE CEARENSE,153414,1259.0,1259.0,1.0,1,1,1,33.0,,0.0,1259.0,1259.0,0.22501022773762444,0.018637814126367634,0.14285714285714285,0.0977865489878227,0.0,0.0,1.0,0.0,0.0,
NORTE CEARENSE,153432,1259.0,1259.0,1.0,1,1,1,37.0,,0.0,1259.0,1259.0,0.22501022773762444,0.018637814126367634,0.14285714285714285,0.0977865489878227,0.0,0.0,0.0,1.0,0.0,
LESTE ALAGOANO,225462,559.98,559.98,1.0,1,1,1,32.0,,0.0,559.98,559.98,0.22501022773762444,0.01856979607645989,0.3333333333333333,0.09775934176785961,0.0,0.0,1.0,0.0,0.0,
LESTE ALAGOANO,241671,559.98,559.98,1.0,1,1,1,37.0,,0.0,559.98,559.98,0.22501022773762444,0.01856979607645989,0.3333333333333333,0.09775934176785961,0.0,0.0,0.0,1.0,0.0,
LESTE ALAGOANO,256963,559.98,559.98,1.0,1,1,1,37.0,,0.0,559.98,559.98,0.22501022773762444,0.01856979607645989,0.3333333333333333,0.09775934176785961,0.0,0.0,0.0,1.0,0.0,
LESTE ALAGOANO,241670,559.98,559.98,1.0,1,1,1,43.0,,0.0,559.98,559.98,0.22501022773762444,0.01856979607645989,0.3333333333333333,0.09775934176785961,0.0,0.0,0.0,1.0,0.0,
NORDESTE PARAENSE,183517,599.98,596.0,1.0066778523489934,1,1,1,28.0,,0.0,596.0,596.0,0.22651281281546967,0.017060762650441,0.16666666666666666,0.09775676242859013,0.0,0.0,1.0,0.0,0.0,
OESTE CATARINENSE,211058,379.98,360.98,1.0526344949858717,1,1,1,37.0,,0.0,360.98,360.98,0.23685352744125027,0.006692068273259888,0.125,0.09774557052802993,0.0,0.0,0.0,1.0,0.0,
VALE DO RIO DOCE,197910,439.98,439.98,1.0,1,1,1,37.0,,0.0,439.98,439.98,0.22501022773762444,0.018534292105296415,0.16666666666666666,0.09774514017939422,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,152824,4430.0,4269.08,1.0415426881413477,10,8,2,32.9,8.91253798495879,0.0,426.908,533.635,0.23435775745714219,0.001818155776982914,0.041237113402061855,0.09774368771590863,0.0,2.0,4.0,4.0,0.0,205.0691520996202
ITAPETININGA,212137,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.018523092426513996,0.25,0.09774066030788124,0.0,0.0,0.0,1.0,0.0,
ITAPETININGA,208993,299.98,299.98,1.0,1,1,1,35.0,,0.0,299.98,299.98,0.22501022773762444,0.018523092426513996,0.25,0.09774066030788124,0.0,0.0,1.0,0.0,0.0,
ITAPETININGA,214861,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.018523092426513996,0.25,0.09774066030788124,0.0,0.0,0.0,1.0,0.0,
ITAPETININGA,212118,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.018523092426513996,0.25,0.09774066030788124,0.0,0.0,0.0,1.0,0.0,
ITAPETININGA,252481,299.98,299.98,1.0,1,1,1,42.0,,0.0,299.98,299.98,0.22501022773762444,0.018523092426513996,0.25,0.09774066030788124,0.0,0.0,0.0,1.0,0.0,
OESTE CATARINENSE,106233,999.0,999.0,1.0,1,1,1,60.0,,0.0,999.0,999.0,0.22501022773762444,0.018520073702107117,0.125,0.0977394528181185,0.0,0.0,0.0,0.0,1.0,
LESTE MARANHENSE,225690,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.018509210464488775,0.5,0.09773510752307116,0.0,0.0,0.0,1.0,0.0,
LESTE MARANHENSE,225401,259.98,259.98,1.0,1,1,1,40.0,,0.0,259.98,259.98,0.22501022773762444,0.018509210464488775,0.5,0.09773510752307116,0.0,0.0,0.0,1.0,0.0,
LESTE MARANHENSE,216923,259.98,259.98,1.0,1,1,1,32.0,,0.0,259.98,259.98,0.22501022773762444,0.018509210464488775,0.5,0.09773510752307116,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,198036,1188.0,1100.0,1.08,1,1,1,37.0,,0.0,1100.0,1100.0,0.2430110459566344,0.0004684783032131526,0.005154639175257732,0.09771914194616488,0.0,0.0,0.0,1.0,0.0,
BAIXADAS,257428,1199.94,1199.94,1.0,3,2,1,44.666666666666664,7.0945988845975885,0.0,399.98,599.97,0.22501022773762444,0.016824089599486725,0.5,0.09771572366152205,0.0,0.0,0.0,2.0,1.0,282.8285703389953
SERRANA,136334,459.98,459.98,1.0,1,1,1,50.0,,0.0,459.98,459.98,0.22501022773762444,0.018439545726048594,0.25,0.09770724162769509,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,152822,1100.0,1100.0,1.0,4,2,2,31.75,6.396613687465163,0.0,275.0,550.0,0.22501022773762444,0.01598026582445823,0.2,0.09770552639373652,0.0,1.0,1.0,2.0,0.0,388.90872965260115
METROPOLITANA DE SÃO PAULO,225119,359.98,332.98,1.0810859511081747,1,1,1,37.0,,0.0,332.98,332.98,0.2432553960627967,0.00014181264127628688,0.005154639175257732,0.09768621572385507,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,213483,349.98,323.73,1.0810860902604023,1,1,1,37.0,,0.0,323.73,323.73,0.2432554273734711,0.0001378731646356308,0.005154639175257732,0.09768465245746856,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,189337,6912.0,6644.08,1.0436312644020567,8,7,2,35.625,3.2043497223082795,0.0,830.51,949.1542857142857,0.2348277084772117,0.002829643022556766,0.03608247422680412,0.09768159853771426,0.0,0.0,3.0,5.0,0.0,326.56130467997235
METROPOLITANA DE SÃO PAULO,204922,2699.82,2609.83,1.047616024043473,9,9,2,39.111111111111114,9.2255683353987,0.0,289.9811111111111,289.9811111111111,0.23572432015160652,0.001111498845522529,0.04639175257731959,0.09768031777888436,0.0,0.0,2.0,6.0,1.0,0.0
SUL CATARINENSE,210907,559.98,559.98,1.0,1,1,1,37.0,,0.0,559.98,559.98,0.22501022773762444,0.018367654192944012,0.16666666666666666,0.09767848501445325,0.0,0.0,0.0,1.0,0.0,
GRANDE FLORIANÓPOLIS,252481,599.96,563.96,1.0681869838624138,2,2,1,37.0,0.0,0.0,281.98,281.98,0.24035299650524788,0.0022054907631484533,0.125,0.09767805939181025,0.0,0.0,0.0,2.0,0.0,0.0
SUDOESTE PARAENSE,212080,149.99,149.99,1.0,1,1,1,37.0,,0.0,149.99,149.99,0.22501022773762444,0.018353215269424815,0.3333333333333333,0.09767270944504557,0.0,0.0,0.0,1.0,0.0,
SUDOESTE PARAENSE,251317,149.99,149.99,1.0,1,1,1,32.0,,0.0,149.99,149.99,0.22501022773762444,0.018353215269424815,0.3333333333333333,0.09767270944504557,0.0,0.0,1.0,0.0,0.0,
SUDOESTE PARAENSE,212398,149.99,149.99,1.0,1,1,1,37.0,,0.0,149.99,149.99,0.22501022773762444,0.018353215269424815,0.3333333333333333,0.09767270944504557,0.0,0.0,0.0,1.0,0.0,
SUDOESTE PARAENSE,211579,149.99,149.99,1.0,1,1,1,27.0,,0.0,149.99,149.99,0.22501022773762444,0.018353215269424815,0.3333333333333333,0.09767270944504557,0.0,0.0,1.0,0.0,0.0,
SUDOESTE PARAENSE,205255,149.99,149.99,1.0,1,1,1,33.0,,0.0,149.99,149.99,0.22501022773762444,0.018353215269424815,0.3333333333333333,0.09767270944504557,0.0,0.0,1.0,0.0,0.0,
VALE DO ACRE,45577,323.76,323.76,1.0,11,3,2,38.90909090909091,7.354652207338501,0.0,29.432727272727274,107.92,0.22501022773762444,0.010167377340465824,1.0,0.09767169669572057,0.0,0.0,2.0,7.0,2.0,71.38237037252264
METROPOLITANA DE SÃO PAULO,252450,999.96,933.96,1.0760403705239874,2,2,1,37.0,0.0,0.0,466.98,466.98,0.24212008882648017,0.00039776363278996,0.010309278350515464,0.09766180546815977,0.0,0.0,0.0,2.0,0.0,0.0
NORTE MATO-GROSSENSE,214671,349.98,332.48,1.0526347449470645,1,1,1,48.0,,0.0,332.48,332.48,0.2368535836850752,0.006479915633244728,0.125,0.09766073196955384,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,45342,674.5,674.5,1.0,23,6,2,33.56521739130435,5.922423390321671,0.0,29.32608695652174,112.41666666666667,0.22501022773762444,0.00028726237774297404,0.030927835051546393,0.09764763761734173,0.0,3.0,4.0,16.0,0.0,101.54903085045503
MADEIRA-GUAPORÉ,137312,1119.6,1119.6,1.0,3,1,1,36.333333333333336,3.0550504633038926,0.0,373.2,1119.6,0.22501022773762444,0.016652266729571263,0.25,0.09764699451355587,0.0,0.0,1.0,2.0,0.0,
NORTE DE MINAS,257232,459.98,459.98,1.0,1,1,1,37.0,,0.0,459.98,459.98,0.22501022773762444,0.018288903282086395,0.25,0.09764698465011021,0.0,0.0,0.0,1.0,0.0,
NORTE DE MINAS,216908,459.98,459.98,1.0,1,1,1,46.0,,0.0,459.98,459.98,0.22501022773762444,0.018288903282086395,0.25,0.09764698465011021,0.0,0.0,0.0,1.0,0.0,
NORTE DE MINAS,156986,459.98,459.98,1.0,1,1,1,48.0,,0.0,459.98,459.98,0.22501022773762444,0.018288903282086395,0.25,0.09764698465011021,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,225230,799.96,759.96,1.055558642146786,2,2,1,40.0,4.242640687119285,0.0,379.98,379.98,0.23751149045986591,0.0049684603839880576,0.14285714285714285,0.09764664482199331,0.0,0.0,0.0,2.0,0.0,0.0
SUL DO AMAPÁ,28822,194.74,194.74,1.0,12,3,2,35.833333333333336,4.365845400447211,0.0,16.228333333333335,64.91333333333334,0.22501022773762444,0.009273161117484009,0.75,0.09764134244875369,0.0,1.0,0.0,11.0,0.0,37.69883994678528
SUL DO AMAPÁ,64352,194.74,194.74,1.0,12,3,2,35.833333333333336,4.365845400447208,0.0,16.228333333333335,64.91333333333334,0.22501022773762444,0.009273161117484009,0.75,0.09764134244875369,0.0,1.0,0.0,11.0,0.0,37.69883994678528
CAMPO DAS VERTENTES,257359,469.98,469.98,1.0,1,1,1,26.0,,0.0,469.98,469.98,0.22501022773762444,0.01826585174182024,0.25,0.09763776403400375,0.0,0.0,1.0,0.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,257567,1199.96,1199.96,1.0,2,2,1,32.0,7.0710678118654755,0.0,599.98,599.98,0.22501022773762444,0.017432436162469908,0.2,0.09763173004448945,0.0,0.0,1.0,1.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,257429,5339.7300000000005,5239.7300000000005,1.0238111112169384,14,13,2,35.714285714285715,2.5246042013801637,0.0,374.2664285714286,403.0561538461539,0.23036797129523365,0.0022315452906318655,0.06701030927835051,0.09762245802550823,0.0,0.0,4.0,10.0,0.0,129.76662500081662
CENTRO OCIDENTAL RIO-GRANDENSE,257043,469.98,469.98,1.0,1,1,1,31.0,,0.0,469.98,469.98,0.22501022773762444,0.01822468502914135,0.25,0.09762129734893218,0.0,0.0,1.0,0.0,0.0,
NOROESTE RIO-GRANDENSE,212944,359.98,359.98,1.0,1,1,1,29.0,,0.0,359.98,359.98,0.22501022773762444,0.01820941894056773,0.2,0.09761519091350274,0.0,0.0,1.0,0.0,0.0,
NOROESTE RIO-GRANDENSE,252181,359.98,359.98,1.0,1,1,1,44.0,,0.0,359.98,359.98,0.22501022773762444,0.01820941894056773,0.2,0.09761519091350274,0.0,0.0,0.0,1.0,0.0,
NOROESTE RIO-GRANDENSE,252989,359.98,359.98,1.0,1,1,1,41.0,,0.0,359.98,359.98,0.22501022773762444,0.01820941894056773,0.2,0.09761519091350274,0.0,0.0,0.0,1.0,0.0,
NOROESTE RIO-GRANDENSE,213645,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.01820941894056773,0.2,0.09761519091350274,0.0,0.0,0.0,1.0,0.0,
VALE DO ITAJAÍ,46069,53.96,50.0,1.0792,1,1,1,37.0,,0.0,50.0,50.0,0.24283103777444429,0.0003731407051657823,0.09090909090909091,0.0976090036340699,0.0,0.0,0.0,1.0,0.0,
NORTE FLUMINENSE,252946,559.98,559.98,1.0,1,1,1,65.0,,0.0,559.98,559.98,0.22501022773762444,0.01818277458269042,0.2,0.09760453317035181,0.0,0.0,0.0,0.0,1.0,
NORTE FLUMINENSE,253636,559.98,559.98,1.0,1,1,1,36.0,,0.0,559.98,559.98,0.22501022773762444,0.01818277458269042,0.2,0.09760453317035181,0.0,0.0,0.0,1.0,0.0,
ZONA DA MATA,45859,26.98,25.02,1.0783373301358914,1,1,1,30.0,,0.0,25.02,25.02,0.2426369282318588,0.0005448695263968813,0.1111111111111111,0.09760005134552815,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,213972,759.96,709.96,1.0757621674040851,2,2,1,34.0,12.727922061357855,0.0,354.98,354.98,0.24205749027911366,0.00030236441468109985,0.010309278350515464,0.09759860636196963,0.0,1.0,0.0,1.0,0.0,0.0
SÃO FRANCISCO PERNAMBUCANO,225852,499.98,499.98,1.0,1,1,1,27.0,,0.0,499.98,499.98,0.22501022773762444,0.01816574580817731,0.3333333333333333,0.09759772166054657,0.0,0.0,1.0,0.0,0.0,
SUL DO AMAPÁ,205569,379.98,379.98,1.0,1,1,1,39.0,,0.0,379.98,379.98,0.22501022773762444,0.018093949683791587,0.25,0.09756900321079229,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,253476,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.018093949683791587,0.25,0.09756900321079229,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,256286,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.018093949683791587,0.25,0.09756900321079229,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,216389,379.98,379.98,1.0,1,1,1,45.0,,0.0,379.98,379.98,0.22501022773762444,0.018093949683791587,0.25,0.09756900321079229,0.0,0.0,0.0,1.0,0.0,
SUL DO AMAPÁ,256158,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.018093949683791587,0.25,0.09756900321079229,0.0,0.0,0.0,1.0,0.0,
RIBEIRÃO PRETO,193915,499.98,474.98,1.0526337951071625,1,1,1,37.0,,0.0,474.98,474.98,0.23685336996138254,0.006196117597088773,0.1111111111111111,0.0975471272656144,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,222597,1599.92,1599.92,1.0,4,3,1,34.5,5.000000000000001,0.0,399.98,533.3066666666667,0.22501022773762444,0.015574893184962078,0.25,0.09754337733793805,0.0,0.0,1.0,3.0,0.0,230.9285606704665
LESTE RONDONIENSE,45577,296.78000000000003,296.78000000000003,1.0,10,4,1,40.8,18.29875527035772,0.0,29.678000000000004,74.19500000000001,0.22501022773762444,0.010647767280377692,0.8,0.09753652042945946,0.0,1.0,2.0,6.0,1.0,77.49415010179801
MACRO METROPOLITANA PAULISTA,213536,599.98,559.98,1.0714311225400908,1,1,1,37.0,,0.0,559.98,559.98,0.2410829608879244,0.0019317486747989522,0.05,0.09753321606731521,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,193915,999.96,949.96,1.0555580248011023,2,1,1,31.5,7.7781745930520225,0.0,474.98,949.96,0.23751135155077305,0.004675724829390383,0.058823529411764705,0.09752949503651709,0.0,0.0,1.0,1.0,0.0,
SÃO FRANCISCO PERNAMBUCANO,28822,224.7,224.7,1.0,13,2,1,35.53846153846154,2.9330128030003726,0.0,17.284615384615385,112.35,0.22501022773762444,0.00816401272670395,0.6666666666666666,0.09752501533466754,0.0,0.0,3.0,10.0,0.0,52.962297910872415
NORTE MATO-GROSSENSE,225217,879.96,879.96,1.0,2,2,1,45.5,14.849242404917497,0.0,439.98,439.98,0.22501022773762444,0.017150103947996962,0.25,0.09751879715870028,0.0,0.0,1.0,0.0,1.0,0.0
NORTE MATO-GROSSENSE,225219,879.96,879.96,1.0,2,2,2,37.5,0.7071067811865476,0.0,439.98,439.98,0.22501022773762444,0.017150103947996962,0.25,0.09751879715870028,0.0,0.0,0.0,2.0,0.0,0.0
LESTE GOIANO,225405,399.96,379.96,1.0555617290810089,2,1,1,37.0,0.0,0.0,189.98,379.96,0.23751218505163843,0.004623779999778521,0.125,0.0975090505050185,0.0,0.0,0.0,2.0,0.0,
LESTE RONDONIENSE,225518,499.98,499.98,1.0,1,1,1,31.0,,0.0,499.98,499.98,0.22501022773762444,0.017938104605577324,0.2,0.09750666517950657,0.0,0.0,1.0,0.0,0.0,
ARAÇATUBA,250592,299.98,299.98,1.0,1,1,1,28.0,,0.0,299.98,299.98,0.22501022773762444,0.017936452889755213,0.5,0.09750600449317773,0.0,0.0,1.0,0.0,0.0,
ARAÇATUBA,211278,299.98,299.98,1.0,1,1,1,49.0,,0.0,299.98,299.98,0.22501022773762444,0.017936452889755213,0.5,0.09750600449317773,0.0,0.0,0.0,1.0,0.0,
