Dim_Lojas.Regiao,ID_Produto,total_vendas,qtd_vendas,ticket_medio,clientes_unicos,lojas_unicas,canais_unicos,idade_media_clientes,idade_std_clientes,fidelidade,vendas_por_cliente,vendas_por_loja,ticket_relativo,vendas_relativa_regiao,participacao_lojas,score_produto_regiao,<18,18-25,26-35,36-50,50+,concentracao_vendas_loja
METROPOLITANA DE SÃO PAULO,216637,1199.96,1199.96,1.0,2,2,1,37.0,0.0,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,253236,1199.96,1199.96,1.0,2,2,1,38.5,2.1213203435596424,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,253225,1199.96,1199.96,1.0,2,2,1,32.0,7.0710678118654755,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,1.0,1.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,213538,1199.96,1199.96,1.0,2,2,1,41.5,6.363961030678928,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,241426,1199.96,1199.96,1.0,2,2,2,34.5,3.5355339059327378,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,1.0,1.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,217089,1199.96,1199.96,1.0,2,2,1,41.0,5.656854249492381,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,224910,1199.96,1199.96,1.0,2,2,1,37.0,0.0,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,216546,1199.96,1199.96,1.0,2,2,1,34.5,3.5355339059327378,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,1.0,1.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,216646,1199.96,1199.96,1.0,2,2,1,44.5,10.606601717798213,0.0,599.98,599.98,0.22501022773762444,0.0005110502042942315,0.010309278350515464,0.0908631756612192,0.0,0.0,0.0,1.0,1.0,0.0
PRESIDENTE PRUDENTE,176218,29.98,29.98,1.0,1,1,1,37.0,,0.0,29.98,29.98,0.22501022773762444,0.0013268492685068478,0.3333333333333333,0.09086216304467838,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,213967,369.98,369.98,1.0,1,1,1,37.0,,0.0,369.98,369.98,0.22501022773762444,0.0013181119981930203,0.05263157894736842,0.09085866813655286,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,206515,369.98,369.98,1.0,1,1,1,37.0,,0.0,369.98,369.98,0.22501022773762444,0.0013181119981930203,0.05263157894736842,0.09085866813655286,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,209244,369.98,369.98,1.0,1,1,1,32.0,,0.0,369.98,369.98,0.22501022773762444,0.0013181119981930203,0.05263157894736842,0.09085866813655286,0.0,0.0,1.0,0.0,0.0,
VALE DO PARAÍBA PAULISTA,220284,369.98,369.98,1.0,1,1,1,37.0,,0.0,369.98,369.98,0.22501022773762444,0.0013181119981930203,0.05263157894736842,0.09085866813655286,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,224955,369.98,369.98,1.0,1,1,1,33.0,,0.0,369.98,369.98,0.22501022773762444,0.0013181119981930203,0.05263157894736842,0.09085866813655286,0.0,0.0,1.0,0.0,0.0,
MATA PARAIBANA,132652,53.96,53.96,1.0,2,1,1,37.0,0.0,0.0,26.98,53.96,0.22501022773762444,0.0004995819843107557,0.14285714285714285,0.0908585883732258,0.0,0.0,0.0,2.0,0.0,
VALE DO PARAÍBA PAULISTA,136270,369.0,369.0,1.0,1,1,1,37.0,,0.0,369.0,369.0,0.22501022773762444,0.0013146205939056827,0.05263157894736842,0.09085727157483792,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,225388,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,253478,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,252261,379.98,379.98,1.0,1,1,1,35.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,1.0,0.0,0.0,
MACRO METROPOLITANA PAULISTA,256280,379.98,379.98,1.0,1,1,1,37.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,256283,379.98,379.98,1.0,1,1,1,40.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,256157,379.98,379.98,1.0,1,1,1,55.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,0.0,1.0,
MACRO METROPOLITANA PAULISTA,256288,379.98,379.98,1.0,1,1,1,39.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,205565,379.98,379.98,1.0,1,1,1,35.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,1.0,0.0,0.0,
MACRO METROPOLITANA PAULISTA,211584,379.98,379.98,1.0,1,1,1,34.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,1.0,0.0,0.0,
MACRO METROPOLITANA PAULISTA,256625,379.98,379.98,1.0,1,1,1,29.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,1.0,0.0,0.0,
MACRO METROPOLITANA PAULISTA,213139,379.98,379.98,1.0,1,1,1,62.0,,0.0,379.98,379.98,0.22501022773762444,0.001310807281420954,0.05,0.09085574624984402,0.0,0.0,0.0,0.0,1.0,
SUL CATARINENSE,157697,39.96,39.96,1.0,1,1,1,24.0,,0.0,39.96,39.96,0.22501022773762444,0.0013107101352727646,0.16666666666666666,0.09085570739138475,0.0,1.0,0.0,0.0,0.0,
METROPOLITANA DE BELO HORIZONTE,226109,359.98,359.98,1.0,1,1,1,51.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE BELO HORIZONTE,226136,359.98,359.98,1.0,1,1,1,57.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE BELO HORIZONTE,216700,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,213643,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,251192,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,225120,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,225382,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,212953,359.98,359.98,1.0,1,1,1,43.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,252796,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,253203,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,257305,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,256192,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,257432,359.98,359.98,1.0,1,1,1,72.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE BELO HORIZONTE,257431,359.98,359.98,1.0,1,1,1,32.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE BELO HORIZONTE,252240,359.98,359.98,1.0,1,1,1,33.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE BELO HORIZONTE,225477,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,241458,359.98,359.98,1.0,1,1,1,35.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE BELO HORIZONTE,212968,359.98,359.98,1.0,1,1,1,23.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,1.0,0.0,0.0,0.0,
METROPOLITANA DE BELO HORIZONTE,212947,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,257304,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE BELO HORIZONTE,123032,359.98,359.98,1.0,1,1,1,60.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE BELO HORIZONTE,214423,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0013094440606428507,0.030303030303030304,0.09085520096153278,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,156433,259.98,259.98,1.0,1,1,1,45.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,156434,259.98,259.98,1.0,1,1,1,21.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,1.0,0.0,0.0,0.0,
CENTRO GOIANO,225339,259.98,259.98,1.0,1,1,1,32.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,1.0,0.0,0.0,
CENTRO GOIANO,252739,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,252464,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,216921,259.98,259.98,1.0,1,1,1,35.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,1.0,0.0,0.0,
CENTRO GOIANO,216923,259.98,259.98,1.0,1,1,1,40.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,252462,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
CENTRO GOIANO,216922,259.98,259.98,1.0,1,1,1,37.0,,0.0,259.98,259.98,0.22501022773762444,0.0013084814136551748,0.058823529411764705,0.09085481590273771,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,197563,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,208997,199.98,199.98,1.0,1,1,1,45.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,193962,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,202401,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,155056,199.98,199.98,1.0,1,1,1,32.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,107716,199.98,199.98,1.0,1,1,1,29.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,187815,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,216590,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,252500,199.98,199.98,1.0,1,1,1,26.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,253820,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,256591,199.98,199.98,1.0,1,1,1,20.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,1.0,0.0,0.0,0.0,
METROPOLITANA DE RECIFE,256752,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,197394,199.98,199.98,1.0,1,1,1,26.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,216639,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,214928,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,256750,199.98,199.98,1.0,1,1,1,30.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,253389,199.98,199.98,1.0,1,1,1,32.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,212069,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,213570,199.98,199.98,1.0,1,1,1,26.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,155931,199.98,199.98,1.0,1,1,1,35.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,214831,199.98,199.98,1.0,1,1,1,32.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE RECIFE,214439,199.98,199.98,1.0,1,1,1,35.0,,0.0,199.98,199.98,0.22501022773762444,0.0013074276377571606,0.07142857142857142,0.09085439439237851,0.0,0.0,1.0,0.0,0.0,
ZONA DA MATA,157339,59.98,59.98,1.0,1,1,1,37.0,,0.0,59.98,59.98,0.22501022773762444,0.0013062060029290544,0.1111111111111111,0.09085390573844727,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,40011,49.96,49.96,1.0,2,1,1,37.0,0.0,0.0,24.98,49.96,0.22501022773762444,0.0004863503572183018,0.08333333333333333,0.09085329572238882,0.0,0.0,0.0,2.0,0.0,
METROPOLITANA DE SÃO PAULO,253453,1119.96,1119.94,1.0000178584184585,2,1,1,35.5,2.1213203435596424,0.0,559.97,1119.94,0.2250142460644288,0.0004769705371823074,0.005154639175257732,0.09085115112509616,0.0,0.0,1.0,1.0,0.0,
MACRO METROPOLITANA PAULISTA,251340,379.98,380.0,0.9999473684210527,1,1,1,23.0,,0.0,380.0,380.0,0.2249983850940593,0.001310876274909107,0.05,0.09085103678981324,0.0,1.0,0.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,252316,1119.96,1119.96,1.0,2,2,1,37.0,0.0,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,253452,1119.96,1119.96,1.0,2,2,1,31.5,3.5355339059327378,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,2.0,0.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,256976,1119.96,1119.96,1.0,2,2,2,32.5,6.363961030678928,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,1.0,1.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,252201,1119.96,1119.96,1.0,2,2,2,37.0,0.0,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,209015,1119.96,1119.96,1.0,2,2,2,38.0,1.4142135623730951,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,257476,1119.96,1119.96,1.0,2,1,1,36.5,0.7071067811865476,0.0,559.98,1119.96,0.22501022773762444,0.00047697905496963853,0.005154639175257732,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,
METROPOLITANA DE SÃO PAULO,204971,1119.96,1119.96,1.0,2,2,2,37.0,0.0,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,225788,1119.96,1119.96,1.0,2,2,1,37.0,0.0,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,220322,1119.96,1119.96,1.0,2,2,1,33.5,0.7071067811865476,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,2.0,0.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,253637,1119.96,1119.96,1.0,2,2,1,34.5,3.5355339059327378,0.0,559.98,559.98,0.22501022773762444,0.00047697905496963853,0.010309278350515464,0.09084954720148936,0.0,0.0,1.0,1.0,0.0,0.0
DISTRITO FEDERAL,207060,279.98,279.98,1.0,1,1,1,34.0,,0.0,279.98,279.98,0.22501022773762444,0.0012922457822123236,0.037037037037037035,0.09084832165016057,0.0,0.0,1.0,0.0,0.0,
DISTRITO FEDERAL,137267,279.9,279.9,1.0,1,1,1,25.0,,0.0,279.9,279.9,0.22501022773762444,0.0012918765427574444,0.037037037037037035,0.09084817395437862,0.0,1.0,0.0,0.0,0.0,
GRANDE FLORIANÓPOLIS,216971,329.98,329.98,1.0,1,1,1,37.0,,0.0,329.98,329.98,0.22501022773762444,0.0012904600362148497,0.0625,0.09084760735176159,0.0,0.0,0.0,1.0,0.0,
GRANDE FLORIANÓPOLIS,211578,329.98,329.98,1.0,1,1,1,37.0,,0.0,329.98,329.98,0.22501022773762444,0.0012904600362148497,0.0625,0.09084760735176159,0.0,0.0,0.0,1.0,0.0,
SÃO JOSÉ DO RIO PRETO,206692,279.98,279.98,1.0,1,1,1,37.0,,0.0,279.98,279.98,0.22501022773762444,0.0012892027953570835,0.058823529411764705,0.09084710445541848,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,210842,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,196402,359.98,359.98,1.0,1,1,1,46.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,215637,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,215639,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,257422,359.98,359.98,1.0,1,1,1,38.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,257432,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,216700,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,257306,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,226096,359.98,359.98,1.0,1,1,1,40.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,226087,359.98,359.98,1.0,1,1,1,39.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,225614,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,212944,359.98,359.98,1.0,1,1,1,44.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,213645,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,257304,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,224985,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,257303,359.98,359.98,1.0,1,1,1,27.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,1.0,0.0,0.0,
VALE DO PARAÍBA PAULISTA,252236,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,252241,359.98,359.98,1.0,1,1,1,48.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,0.0,1.0,0.0,
VALE DO PARAÍBA PAULISTA,251192,359.98,359.98,1.0,1,1,1,34.0,,0.0,359.98,359.98,0.22501022773762444,0.0012824854238324328,0.05263157894736842,0.09084441750680862,0.0,0.0,1.0,0.0,0.0,
